"F1_2"	"F3"	"F4"	"F5"	"F6"	"F7"	"F8"	"F9"	"F10"	"F11"	"F12"	"F13"	"F14"	"F15"	"F16"	"F17"	"F18"	"F19"
"hemA(alr1042)"	1.58743088389032	9.56908695763805	30.066023914416	22.2771612645173	8.33033649717357	4.99599076569396	3.18557875548664	3.82275600819285	1.84739917586748	1.54950212027285	0.996620275726822	1.27792018194688	1.41558457651849	1.1320546859361	1.32031580185861	1.40951140497262	1.57099914558636	3.64572758430512
"hetY(alr2300)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"alr2298"	2.93861994117875	6.0127430046926	13.5132782192472	14.6360407957861	12.9204990514419	9.44302819821235	5.536888361408	4.29789971088806	3.05484276190364	3.04658880781283	2.66546969995055	2.6286872320108	2.34341578070547	2.57495128586417	2.78945340502361	2.8064399090952	2.98703497491306	5.80411885986571
"rbcX(alr1525)"	5.22603889665582	32.62815188601	27.8198848540688	8.71500517800912	3.30190592606606	2.0545481806972	1.07908443614874	1.69325625767507	1.76708270855016	1.91559734377839	1.68638059121511	1.32230427587582	1.0272784132246	0.886962154474714	0.851991581787344	1.74636162283253	3.20040368255571	3.07776201037481
"nifH(all1455)"	2.59839476530899	20.3786542095918	25.7133239386632	16.3859301794501	7.84341963854934	4.65041344376436	2.99477413161042	1.94727864851958	1.40913973548792	1.09514634456732	0.924777600205251	1.09426579851513	1.1254731434668	1.77211703254558	1.5715901725407	2.12109356328873	1.99308979240559	4.38111786151928
"nifK(all1440)"	1.30038247917049	12.4968699937035	22.953481598188	18.9728367143827	14.8680180874272	13.3561773481892	5.49355190408297	2.09734646412514	0.996578954072505	0.673114264515274	0.646044844242633	0.709808683950152	0.764420228912644	0.61324949568101	0.653034850530309	0.739320874931937	0.663170073242343	2.00259314065195
"rbcL(alr1524)"	0.126850446971677	0.644338401157013	2.11944437365053	2.83679278956865	1.68110959805853	0.971999712581783	1.27017264929012	1.96876096077901	31.9154559519417	30.5018020264398	5.78280814825719	2.96712220971237	2.08623397061452	2.15215552631382	3.01535199828776	3.6373681426027	2.66346821940031	3.65876487437251
"glnA(alr2328)"	0.211686159250285	0.82159259688964	0.944121409362075	0.757178482758744	0.489119522591522	0.40294032905594	0.349235441485647	0.624301884406602	2.31938980088716	13.9627470219491	57.0909331349733	14.864173946573	3.1577740474191	1.43180705740501	0.932920851217677	0.764306121533627	0.419303203723714	0.456468988517874
"hanA(asr3935)"	11.0190539349842	52.0809449861496	25.2669405495219	7.72097128247982	1.75264870018621	0.819612957607985	0.375023610265601	0.241660194193558	0.146005708152454	0.0534408498733155	0.0726881226478743	0.0492603525053481	0.0638366951827051	0.0464914272109229	0.0378483965928639	0.0512844824428865	0.0589564760690351	0.143331273933772
"rbcS(alr1526)"	1.31551885507904	8.26130133292874	10.2325796179877	10.0800037712381	9.66093300789739	12.895468377124	11.7047087281849	14.0652843628892	11.0847511491005	4.76774844775201	1.4674854140182	0.905821686364246	0.624214751883554	0.45034110913247	0.350129380084534	0.603524675757572	0.442105985206826	1.08807934737109
