"F1_2"	"F3"	"F4"	"F5"	"F6"	"F7"	"F8"	"F9"	"F10"	"F11"	"F12"	"F13"	"F14"	"F15"	"F16"	"F17"	"F18"	"F19"
"hemA(alr1042)"	1.32972422824732	9.29884346736238	23.2882499780744	17.830740831813	8.04807115075276	6.75532474410269	5.46780165581361	6.7679468068626	2.84655087596819	2.61661047333482	1.92007665336468	1.73213229282479	1.23661523158428	1.46523251168329	1.58364045960159	2.38827183093623	1.87632147583431	3.54784533183899
"hetY(alr2300)"	2.751522659232	11.1917460627586	20.9864474750491	18.5041081684993	11.8238700924893	7.23486720665645	3.41390578876544	2.92418856984921	1.93767940017229	1.78322687072434	1.36965792477229	1.31829607049031	1.12013044849021	1.19880768834384	1.67423957355259	2.65984740180481	2.35726334177715	5.75019525657277
"alr2298"	4.22507085108091	10.0943313074646	19.9991458638752	15.0025096195195	10.1500098797121	7.29219002293119	4.52368647453718	3.67414280843622	2.42687637375557	2.18480210038487	2.11718857443243	2.09695132694066	2.12365802979467	2.30367596277587	2.07559965619551	2.49151599120594	2.56735628193866	4.65128887501882
"rbcX(alr1525)"	5.53544101651532	27.6811216881387	20.0550786789203	10.4704660968025	4.49732445025499	2.96548114684276	1.73669355766548	0	2.68494548527844	2.42430401192472	0	0	1.0904994565888	0	5.92146160552838	14.9371828055396	0	0
"nifH(all1455)"	2.19977797334928	18.606517053115	25.2555712014243	16.3882888951514	8.21824634673444	5.29197102751068	3.81995613142198	2.03464759057163	1.45398586894787	1.12673656662016	0.911390602171846	0.971792287882897	1.01469496436773	1.70606556721238	1.54864189979955	2.17434984610711	2.11700265867379	5.16036351893797
"nifK(all1440)"	1.15757759863933	11.2846475491628	21.5339002396425	19.7099782845222	17.0440859804453	13.5644807824995	4.57980556980964	2.10174571347458	1.05772219978849	0.903309460567518	0.819691792542243	0.702548947706134	0.631268789343791	0.490629204197257	0.70027803734751	0.869471991199859	0.72951390983242	2.11934394927898
"rbcL(alr1524)"	0.08840153711852	0.523290170915539	1.94126652315262	2.75020937476167	1.71740201716862	1.1610420448591	1.80600823086005	5.15488790153072	40.9014466995774	23.3753980738084	4.83643369710809	2.62704751892788	1.64659394383923	1.86039202224773	2.10103787142001	3.0910096798457	2.03686977273733	2.38126292012141
"glnA(alr2328)"	0.226841866041756	0.706518169752459	0.953964352509398	0.824253231445854	0.576794847486211	0.462511390211927	0.421808541514309	0.914559357901669	3.1238618757774	23.6673500006142	48.9191573003664	12.0636840784891	2.97589704785336	1.52390070922465	0.906222199690481	0.862708549832581	0.445096813016156	0.424869668272017
"hanA(asr3935)"	15.2499771416952	50.8245154852213	21.418624007879	7.27573676607774	2.07287453812363	0.935257029848383	0.469009984109655	0.35870922657685	0.154956723666319	0.1032829553211	0.0856549093299258	0.0822523439303712	0.103634473726419	0.0843619970536203	0.117723010993105	0.193351519470727	0.152663413162145	0.317414473814512
"rbcS(alr1526)"	0.814106262064914	4.6095615538566	7.29594481363124	9.18689430729238	9.49300213276082	11.5524020086578	12.9614173189436	24.3416796997988	11.1238117889357	4.36340671660444	1.06463215741205	0.65031048127904	0.374099197858525	0.334749930113001	0.267687368896776	0.437478905243997	0.386434129835092	0.74238122681514
